phrase,sentiment
"""The ongoing dispute is exasperating.""",negative
"""Unreliable internet is infuriating.""",negative
"""Unexpected expenses are frustrating.""",negative
"""Regret over losing an opportunity is lingering.""",negative
"""Disappointment with subpar performance is persistent.""",negative
"""Pointless meetings are a time-waster.""",negative
"""Oversleeping leads to frustration.""",negative
"""Cluttered rooms are a nuisance.""",negative
"""Never-ending work is exhausting.""",negative
"""Slow service is aggravating.""",negative
"""Making mistakes is infuriating.""",negative
"""Constant criticism is demoralizing.""",negative
"""Lost glasses are problematic.""",negative
"""An untidy place is infuriating.""",negative
"""Cold weather is unpleasant.""",negative
"""A bad restaurant is disappointing.""",negative
"""Spam emails are annoying.""",negative
"""Ongoing conflicts are tiring.""",negative
"""A noisy neighbor is a nuisance.""",negative
"""Unending rain is disheartening.""",negative
"""Terrible service is frustrating.""",negative
"""Broken TVs are aggravating.""",negative
"""A quick phone battery drain is exasperating.""",negative
"""A disappointing restaurant experience is frustrating.""",negative
"""Unpleasant weather is irritating.""",negative
"""Ongoing conflicts are a source of frustration.""",negative
"""Noisy neighbors are infuriating.""",negative
"""Constant rain is disheartening.""",negative
"""Lost opportunities are disappointing.""",negative
"""Pointless meetings are aggravating.""",negative
"""A cluttered room is annoying.""",negative
"""Technical issues are irritating.""",negative
"""Awful traffic is exasperating.""",negative
"""Missed concerts are regrettable.""",negative
"""Lost wallets are infuriating.""",negative
"""Pointless arguments are aggravating.""",negative
"""Ongoing delays are exasperating.""",negative
"""The day started off well, but then everything went downhill.""",negative
"""At first, I thought the project was going smoothly, but then it became a complete disaster.""",negative
"""The weather seemed nice in the morning, but it turned into a scorching, unbearable heat later in the day.""",negative
"""I was initially excited about the event, but it turned out to be a total letdown.""",negative
"""The movie began with promise, but the plot became increasingly convoluted and frustrating.""",negative
"""The meal started with delicious appetizers, but the main course was a tasteless disappointment.""",negative
"""The Wi-Fi connection appeared stable, but it became excruciatingly slow when I needed it most.""",negative
"""The day looked perfect for an outing, but the never-ending traffic made it a nightmare.""",negative
"""The job seemed interesting initially, but it quickly became monotonous and tiresome.""",negative
"""My computer worked fine at first, but it started crashing repeatedly, causing immense frustration.""",negative
"""I was enjoying the party until my allergies flared up, making it a miserable experience.""",negative
"""The neighborhood used to be quiet, but the constant noise has made it unbearable.""",negative
"""The restaurant's ambiance was lovely, but the terrible service ruined the evening.""",negative
"""The customer service representative was polite at first, but their unhelpfulness later was infuriating.""",negative
"""The room was tidy when I entered, but the awful smell was nauseating.""",negative
"""The software installation appeared straightforward, but it led to endless technical issues that tested my patience.""",negative
"""The initial chapters of the book were engaging, but the ending was so disappointing that it left me fuming.""",negative
"""I started the day with high hopes, but it quickly spiraled into a series of mishaps that left me cursing my luck.""",negative
"""The car ride began smoothly, but a sudden breakdown on the highway turned it into a nightmare.""",negative
"""The shopping trip started well, but it ended with me missing out on the best deals.""",negative
"""The meeting kicked off positively, but the endless, fruitless discussions left me irritated.""",negative
"""The conference began with inspiring speakers, but the later sessions were so mind-numbing that I wanted to escape.""",negative
"""The trip commenced with excitement, but the relentless rain made it a soggy, miserable experience.""",negative
"""The concert had an excellent opening act, but the headliner's performance was so lackluster that I regretted attending.""",negative
"""The event began with enthusiasm, but the disorganization and chaos that followed were infuriating.""",negative
"""The restaurant had a charming exterior, but the awful food made the visit regrettable.""",negative
"""The movie had a promising plot, but the terrible acting and dialogues left me cringing.""",negative
"""The workday started with motivation, but the unending workload made it draining.""",negative
"""The day's plan seemed enjoyable, but constant delays and interruptions turned it into a frustrating ordeal.""",negative
"""The computer booted up quickly, but it crashed at a crucial moment, causing immense annoyance.""",negative
"""The concert started on time, but the unbearable heat and lack of ventilation in the venue made it an uncomfortable experience.""",negative
"""The website looked professional, but the slow-loading pages and constant glitches made it a terrible user experience.""",negative
"""The restaurant's menu was extensive, but the bland, overcooked dishes left a bad taste in my mouth.""",negative
